Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
Wayfaring Stranger/You Got me Runnin',Tim Buckley,1969,788533,3,0.299,0.239,0,-17.196,1,0.0523,0.715,2.33E-05,0.702,0.194,62.12,6,Folk
Bottle of Wine,Tom Paxton,1964,142773,4,0.561,0.312,7,-13.931,1,0.0367,0.821,1.49E-06,0.112,0.634,85.57,24,Folk
How Come the Sun,Tom Paxton,1964,313613,3,0.401,0.173,6,-15.513,0,0.0308,0.674,0.0595,0.153,0.157,131.296,1,Folk
What Did You Learn in School Today?,Tom Paxton,1964,104373,4,0.834,0.54,2,-6.981,1,0.0342,0.811,4.94E-05,0.25,0.863,123.118,20,Folk
Peace Will Come,Tom Paxton,1965,159093,4,0.584,0.609,7,-14.322,1,0.0297,0.355,0.00652,0.12,0.685,140.597,16,Folk
Pete's Shoulders (The Power of Song),Tom Paxton,1965,244906,4,0.415,0.313,3,-10.123,1,0.0378,0.817,0,0.18,0.534,156.049,1,Folk
Talking Vietnam Potluck Blues,Tom Paxton,1965,204093,4,0.584,0.342,7,-15.28,1,0.151,0.572,0,0.821,0.709,120.773,11,Folk
The Last Thing on My Mind,Tom Paxton,1965,186320,4,0.579,0.0998,9,-15.232,1,0.0319,0.883,8.22E-05,0.111,0.448,82.203,39,Folk
Child's Song,Tom Rush,1968,249426,4,0.395,0.0717,4,-25.141,1,0.0426,0.89,0.627,0.0892,0.29,157.45,27,Folk
No Regrets - 2008 Remaster,Tom Rush,1968,231800,4,0.681,0.32,11,-16.073,1,0.0364,0.686,0.0939,0.145,0.329,110.147,31,Folk
Rockport Sunday - 2008 Remaster,Tom Rush,1968,277000,3,0.433,0.0456,11,-23.02,1,0.0562,0.942,0.899,0.0994,0.0537,79.681,15,Folk
The Circle Game - 2008 Remaster,Tom Rush,1968,317133,4,0.618,0.177,11,-20.312,1,0.0341,0.759,0.372,0.101,0.283,104.516,27,Folk
Urge for Going - 2008 Remaster,Tom Rush,1968,351773,4,0.59,0.121,4,-19.948,1,0.0343,0.846,0.00928,0.111,0.154,97.649,28,Folk
Joshua Gone Barbados,Tom Rush,1969,252853,4,0.567,0.101,6,-18.138,1,0.0401,0.929,0.000287,0.113,0.402,121.216,12,Folk
Waiting Around to Die,Townes Van Zandt,1968,165186,4,0.551,0.233,6,-18.251,0,0.0312,0.71,0.000949,0.11,0.659,89.574,52,Folk
Flyin' Shoes,Townes Van Zandt,1969,269466,4,0.479,0.157,9,-17.198,0,0.0358,0.585,1.7E-05,0.108,0.251,135.17,28,Folk
If I Needed You,Townes Van Zandt,1969,224200,4,0.622,0.315,11,-16.641,1,0.0329,0.558,0.0303,0.0849,0.676,75.703,48,Folk
Kathleen,Townes Van Zandt,1969,167453,4,0.428,0.115,1,-17.311,0,0.0306,0.771,2.67E-05,0.0516,0.331,91.69,32,Folk
Loretta,Townes Van Zandt,1969,234400,4,0.522,0.212,7,-16.275,1,0.0297,0.155,1.55E-06,0.0764,0.601,79.916,27,Folk
Tecumseh Valley,Townes Van Zandt,1969,295106,4,0.43,0.137,0,-16.523,1,0.0317,0.758,0.000152,0.127,0.371,132.958,28,Folk
Pancho and Lefty,Townes Van Zandt,1972,241080,4,0.257,0.453,2,-8.063,1,0.0305,0.44,5.05E-06,0.564,0.397,148.848,26,Folk
Rake,Townes Van Zandt,1972,247013,3,0.448,0.207,0,-17.395,1,0.0395,0.918,0,0.0786,0.253,132.18,27,Folk
To Live Is To Fly,Townes Van Zandt,1972,195640,4,0.672,0.285,2,-18.285,1,0.0422,0.657,0.00277,0.114,0.662,73.754,42,Folk
Baby Can I Hold You,Tracy Chapman,1988,193120,4,0.692,0.422,2,-10.533,1,0.0333,0.0811,0,0.0848,0.468,74.375,77,Folk
Fast Car,Tracy Chapman,1988,296800,4,0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.194,103.951,80,Folk
Talkin' Bout a Revolution,Tracy Chapman,1988,161600,4,0.561,0.732,7,-6.178,1,0.0281,0.329,0.000228,0.0755,0.671,118.975,68,Folk
Give Me One Reason,Tracy Chapman,1995,268333,4,0.608,0.419,11,-10.016,1,0.0331,0.602,7.58E-06,0.108,0.602,100.22,73,Folk
Woman's Work,Tracy Chapman,1995,121346,4,0.423,0.239,4,-16.502,0,0.0318,0.0488,0.00261,0.292,0.216,81.024,22,Folk
The Promise,Tracy Chapman,1996,327866,4,0.496,0.0975,1,-17.234,1,0.0318,0.703,0.000714,0.0951,0.36,141.397,58,Folk
All Used Up,Utah Phillips,1983,139680,3,0.558,0.281,4,-13.681,1,0.0671,0.864,0,0.669,0.65,110.196,23,Folk
Green Rolling Hills of West Virginia,Utah Phillips,1983,135600,4,0.484,0.306,2,-13.011,1,0.0352,0.954,0.00608,0.527,0.437,95.985,12,Folk
The Telling Takes Me Home,Utah Phillips,1983,155493,4,0.592,0.212,7,-13.31,1,0.184,0.888,0,0.0937,0.475,91.7,9,Folk
"Utah on ""I Think Of You""",Utah Phillips,1983,54413,4,0.715,0.136,8,-24.415,1,0.95,0.658,0,0.376,0.571,99.23,0,Folk
Hard Traveling,Woody Guthrie,1940,152960,4,0.602,0.197,2,-16.182,1,0.0574,0.934,0.312,0.113,0.876,128.871,32,Folk
I Ain't Got No Home In This World Anymore,Woody Guthrie,1940,163800,4,0.583,0.261,7,-11.811,1,0.0363,0.972,0.00069,0.13,0.615,120.18,31,Folk
Pastures Of Plenty,Woody Guthrie,1940,144600,4,0.592,0.181,2,-15.507,1,0.0865,0.968,0.554,0.12,0.535,126.571,25,Folk
Pretty Boy Floyd,Woody Guthrie,1940,183093,4,0.621,0.0533,10,-19.489,1,0.0598,0.984,0.00441,0.13,0.457,128.81,17,Folk
The Great Dust Storm (Dust Storm Disaster),Woody Guthrie,1940,197706,3,0.608,0.227,4,-11.129,1,0.0375,0.777,0,0.163,0.643,105.931,14,Folk
This Land is Your Land,Woody Guthrie,1940,139693,4,0.606,0.0977,3,-15.668,1,0.0451,0.962,0.00148,0.126,0.551,105.593,43,Folk
Vigilante Man,Woody Guthrie,1940,200053,4,0.603,0.162,2,-15.448,1,0.0362,0.809,2.44E-06,0.124,0.634,101.575,10,Folk
Come On And Dance - Stereo Version,Yusuf / Cat Stevens,1967,127653,4,0.607,0.689,5,-11.274,1,0.0442,0.366,0,0.376,0.9,134.417,10,Folk
Here Comes My Baby - Stereo Version,Yusuf / Cat Stevens,1967,175586,4,0.28,0.559,7,-9.951,1,0.0366,0.389,0,0.414,0.893,176.202,43,Folk
The First Cut Is The Deepest - Stereo Version,Yusuf / Cat Stevens,1967,180493,4,0.586,0.786,7,-6.528,1,0.0319,0.282,0.00176,0.173,0.767,96.317,57,Folk
Father And Son,Yusuf / Cat Stevens,1970,221120,4,0.495,0.326,7,-12.29,1,0.0365,0.541,8.85E-05,0.0996,0.371,136.243,72,Folk
Wild World,Yusuf / Cat Stevens,1970,200560,4,0.48,0.542,0,-8.51,1,0.0348,0.345,0.000609,0.113,0.567,152.853,50,Folk
How Can I Tell You - Remastered 2021,Yusuf / Cat Stevens,1971,266533,4,0.547,0.259,2,-14.648,1,0.0411,0.721,0.0179,0.118,0.159,125.442,53,Folk
Moonshadow,Yusuf / Cat Stevens,1971,170960,4,0.64,0.291,2,-11.28,1,0.0317,0.724,3.63E-05,0.122,0.527,130.746,40,Folk
Morning Has Broken,Yusuf / Cat Stevens,1971,200733,3,0.423,0.329,7,-13.205,1,0.0307,0.59,0.0236,0.0935,0.403,133.249,44,Folk
Peace Train,Yusuf / Cat Stevens,1971,251000,4,0.613,0.589,0,-10.388,1,0.0458,0.107,3.55E-05,0.114,0.757,82.376,48,Folk
Am I Wrong (feat. ScHoolboy Q),Anderson .Paak,2016,253520,4,0.729,0.799,11,-7.378,0,0.0779,0.0588,0.00218,0.0948,0.532,115.04,53,Funk
Bubblin,Anderson .Paak,2016,209093,5,0.568,0.873,1,-5.22,1,0.265,0.0731,0,0.367,0.547,106.783,50,Funk
Come Down,Anderson .Paak,2016,169726,4,0.841,0.898,8,-7.135,1,0.104,0.271,0.0151,0.304,0.931,98.401,62,Funk
Good Heels (feat. Jazmine Sullivan),Anderson .Paak,2016,98249,4,0.774,0.508,9,-7.897,0,0.0732,0.0101,0.0000654,0.0539,0.45,80.13,58,Funk
Heart Don't Stand a Chance,Anderson .Paak,2016,312360,4,0.685,0.545,7,-6.189,1,0.061,0.173,0.0000144,0.237,0.506,94.061,55,Funk
Put Me Thru,Anderson .Paak,2016,160760,4,0.732,0.789,5,-3.717,0,0.0476,0.0459,0.0000311,0.123,0.607,107.978,53,Funk
The Bird,Anderson .Paak,2016,217773,4,0.488,0.645,11,-7.226,1,0.421,0.0838,0.000355,0.154,0.595,148.733,49,Funk
Tints (feat. Kendrick Lamar),Anderson .Paak,2018,268400,4,0.805,0.833,1,-6.73,0,0.12,0.0859,0,0.0578,0.703,109.076,55,Funk
Lockdown,Anderson .Paak,2020,212613,4,0.928,0.437,1,-7.081,0,0.127,0.144,0.000357,0.147,0.496,100.056,47,Funk
Do It ('Til You're Satisfied),B.T. Express,1974,353986,4,0.703,0.761,10,-10.136,1,0.0552,0.115,0.00000499,0.103,0.652,104.838,38,Funk
Express,B.T. Express,1975,308013,4,0.664,0.676,0,-11.276,1,0.0347,0.000113,0.0989,0.0731,0.532,108.158,31,Funk
Shout It Out,B.T. Express,1976,337066,4,0.674,0.9,2,-6.22,1,0.0719,0.055,0,0.0245,0.646,108.982,10,Funk
Can't Stop Groovin' Now (Wanna Do It Some More),B.T. Express,1979,352506,4,0.732,0.889,6,-9.026,0,0.0968,0.0517,0.796,0.0584,0.668,116.796,5,Funk
Energy Level,B.T. Express,1979,230666,4,0.673,0.735,7,-9.513,0,0.107,0.00279,0.747,0.0328,0.96,132.582,17,Funk
Give up the Funk (Let's Dance),B.T. Express,1979,373720,4,0.884,0.635,3,-15.564,0,0.0703,0.0474,0.436,0.299,0.878,115.583,16,Funk
Get Down,Big Sam's Funky Nation,2012,131786,4,0.547,0.878,8,-6.513,0,0.0956,0.115,0.146,0.306,0.849,153.579,0,Funk
Tweet,Big Sam's Funky Nation,2012,88493,4,0.473,0.702,10,-6.97,0,0.0545,0.0123,0.0805,0.0887,0.168,94.78,18,Funk
A Funky Kind of Thing,Billy Cobham,1973,558200,4,0.518,0.69,11,-18.517,1,0.0837,0.00593,0.837,0.0908,0.0795,136.975,8,Funk
Quadrant 4,Billy Cobham,1973,267453,4,0.397,0.814,6,-12.501,1,0.0693,1.16E-05,0.897,0.0468,0.532,121.431,28,Funk
Red Baron,Billy Cobham,1973,396666,4,0.609,0.396,7,-13.846,1,0.044,0.0184,0.849,0.0721,0.355,84.398,40,Funk
Spectrum,Billy Cobham,1973,309517,4,0.416,0.809,1,-12.99,1,0.0583,0.056,0.581,0.157,0.849,124.856,29,Funk
Stratus,Billy Cobham,1973,589786,4,0.376,0.804,6,-8.591,0,0.076,0.0274,0.784,0.282,0.607,163.231,35,Funk
Crosswind,Billy Cobham,1974,222386,4,0.386,0.421,7,-15.788,1,0.0571,0.179,0.777,0.0695,0.899,184.859,29,Funk
The Moon Ain't Made of Green Cheese,Billy Cobham,1974,58066,5,0.636,0.0787,0,-18.871,0,0.136,0.99,0.925,0.0598,0.775,105.74,43,Funk
Shabazz - Recorded Live in Europe,Billy Cobham,1975,821119,5,0.449,0.597,5,-14.335,0,0.102,0.00606,0.214,0.199,0.427,118.033,5,Funk
To the Women in My Life,Billy Cobham,1975,50693,3,0.35,0.0434,10,-22.799,0,0.0583,0.972,0.925,0.114,0.104,83.462,35,Funk
That's The Way God Planned It - Live,Billy Preston,1971,260198,4,0.408,0.774,0,-7.081,1,0.0818,0.0067,0.000103,0.937,0.7,140.681,31,Funk
Outa-Space,Billy Preston,1972,250866,4,0.715,0.827,1,-8.555,1,0.0369,0.14,0.176,0.243,0.901,116.213,41,Funk
Space Race,Billy Preston,1973,210906,4,0.633,0.933,9,-2.795,1,0.0821,0.125,0.671,0.0514,0.611,107.483,17,Funk
Will It Go Round In Circles,Billy Preston,1973,267000,4,0.688,0.954,1,-3.767,1,0.0323,0.484,0.000688,0.259,0.89,98.111,43,Funk
Nothing From Nothing,Billy Preston,1974,156200,4,0.808,0.83,9,-3.995,0,0.0283,0.613,0.0112,0.198,0.909,102.8,57,Funk
You Are So Beautiful,Billy Preston,1974,289026,4,0.336,0.539,8,-7.823,1,0.0352,0.603,0.0012,0.122,0.385,137.323,28,Funk
"Ahh...The Name Is Bootsy,Baby",Bootsy Collins,1976,412066,4,0.573,0.792,2,-12.939,1,0.182,0.408,0.00212,0.73,0.513,90.921,24,Funk
I'd Rather Be with You,Bootsy Collins,1976,297493,4,0.477,0.566,2,-12.274,1,0.335,0.238,0,0.122,0.778,167.907,51,Funk
Stretchin' Out (In a Rubber Band),Bootsy Collins,1976,411866,4,0.802,0.764,11,-8.163,0,0.105,0.272,0.0000251,0.32,0.916,101.143,26,Funk
Munchies for Your Love,Bootsy Collins,1977,577933,4,0.597,0.556,4,-10.627,0,0.102,0.197,0.000478,0.0371,0.551,129.808,31,Funk
Party On Plastic (What's Bootsy Doin'?),Bootsy Collins,1977,236960,4,0.543,0.726,9,-10.085,1,0.135,0.264,0.000133,0.0304,0.616,168.044,4,Funk
The Pinocchio Theory,Bootsy Collins,1977,366040,4,0.782,0.933,10,-5.343,0,0.105,0.216,0.00000132,0.0544,0.858,102.089,22,Funk
What's a Telephone Bill?,Bootsy Collins,1977,359093,4,0.604,0.716,6,-6.772,0,0.131,0.331,0.000169,0.295,0.655,134.169,33,Funk
Bootzilla,Bootsy Collins,1978,336800,4,0.789,0.908,1,-6.727,0,0.111,0.414,0.000032,0.611,0.639,103.743,27,Funk
Hollywood Squares,Bootsy Collins,1978,376493,4,0.703,0.623,8,-10.038,0,0.0809,0.257,0.000405,0.0498,0.797,89.185,19,Funk
Roto-Rooter,Bootsy Collins,1978,398973,4,0.646,0.899,11,-5.833,0,0.127,0.433,0.00889,0.122,0.709,118.992,8,Funk
Movin',Brass Construction,1975,521426,4,0.697,0.923,9,-3.914,0,0.0921,0.0686,0.809,0.0251,0.87,121.508,34,Funk
The Message (Inspiration),Brass Construction,1975,285280,4,0.549,0.779,0,-3.748,1,0.0776,0.288,0.000303,0.772,0.661,74.419,14,Funk
Changin',Brass Construction,1976,494960,4,0.678,0.908,0,-4.092,1,0.0937,0.0691,0.0347,0.0546,0.879,111.41,31,Funk
Get Up To Get Down,Brass Construction,1976,388600,4,0.79,0.795,2,-6.296,1,0.125,0.438,0.00515,0.186,0.827,107.257,29,Funk
Love,Brass Construction,1976,397040,4,0.696,0.847,11,-3.755,1,0.0647,0.0716,0.0023,0.0911,0.832,114.14,15,Funk
Can You See The Light,Brass Construction,1978,213493,4,0.857,0.582,8,-13.498,1,0.0673,0.0314,0.0152,0.182,0.893,116.404,29,Funk
Ain't Gonna Hurt Nobody,Brick,1976,235933,4,0.815,0.759,11,-6.311,0,0.0365,0.0991,0.00644,0.14,0.97,114.371,41,Funk
Dazz - Dazz Disco Mix,Brick,1976,336506,4,0.763,0.898,2,-6.26,1,0.0468,0.113,0.00417,0.0212,0.928,109.004,38,Funk
Dazz - Single Version,Brick,1976,202000,4,0.722,0.778,4,-7.931,1,0.0611,0.0697,0.00000746,0.0414,0.839,109.076,49,Funk
"We Don't Wanna Sit Down,We Wanna Get Down",Brick,1977,338906,4,0.866,0.904,0,-6.989,1,0.0896,0.0715,0.00019,0.0434,0.809,120.448,22,Funk
Why Have I Lost You,Cameo,1978,314466,4,0.619,0.359,7,-12.604,1,0.111,0.271,0,0.111,0.571,134.28,36,Funk
Love You Anyway,Cameo,1982,288773,4,0.715,0.552,11,-11.351,0,0.0572,0.367,0.000363,0.0877,0.726,84.282,21,Funk
She's Strange,Cameo,1984,431666,4,0.816,0.593,1,-11.751,1,0.0867,0.136,0.0358,0.0631,0.883,109.006,38,Funk
Talkin' Out The Side Of Your Neck,Cameo,1984,245533,4,0.696,0.64,9,-11.687,1,0.111,0.265,0.0000617,0.196,0.938,88.179,22,Funk
Attack Me With Your Love,Cameo,1985,270666,4,0.824,0.522,11,-12.703,0,0.0498,0.0372,0.00000544,0.0258,0.865,106.773,38,Funk
Single Life,Cameo,1985,266693,4,0.755,0.761,7,-8.409,1,0.0598,0.108,0.000356,0.292,0.827,110.605,42,Funk
Candy,Cameo,1986,339933,4,0.705,0.709,11,-12.649,0,0.0489,0.119,0.0000169,0.286,0.853,110.522,59,Funk
Word Up,Cameo,1986,260000,4,0.878,0.84,6,-13.105,0,0.064,0.0421,0.0035,0.053,0.882,116.222,63,Funk
Back And Forth,Cameo,1987,392266,4,0.908,0.424,6,-13.362,0,0.0485,0.0495,0.00636,0.0467,0.941,112.142,37,Funk
Skin I'm In,Cameo,1988,388000,4,0.73,0.62,4,-11.843,0,0.0689,0.0851,0.00407,0.185,0.716,101.737,19,Funk
Super Sporm,Captain Sky,1978,720466,4,0.755,0.689,7,-8.634,1,0.112,0.00264,0.214,0.126,0.758,115.042,11,Funk
Moon Child (The Re-Entry) - Terry Hunter Club Mix,Captain Sky,1979,543948,4,0.749,0.865,10,-5.406,0,0.0456,0.00519,0.13,0.0342,0.904,124.008,4,Funk
Black Velvet,Charles Bradley,2011,209093,3,0.497,0.399,10,-8.949,0,0.0341,0.195,0.775,0.149,0.612,119.535,27,Funk
Heartaches and Pain,Charles Bradley,2011,176212,3,0.529,0.439,0,-8.807,1,0.0288,0.00864,0.546,0.0455,0.601,154.955,42,Funk
The World (Is Going Up in Flames),Charles Bradley,2011,202492,4,0.715,0.6,5,-7.728,0,0.0264,0.0714,0.00165,0.0876,0.77,86.998,59,Funk
Why Is It So Hard,Charles Bradley,2011,249846,3,0.454,0.522,3,-8.107,1,0.0629,0.476,0.051,0.342,0.61,107.074,42,Funk
Luv Jones,Charles Bradley,2013,230626,4,0.677,0.819,11,-6.467,0,0.071,0.394,0.000195,0.207,0.716,110.361,26,Funk
Strictly Reserved for You,Charles Bradley,2013,222370,4,0.628,0.725,5,-6.085,1,0.03,0.159,0.0000979,0.11,0.627,87.067,42,Funk
Victim of Love,Charles Bradley,2013,210887,3,0.479,0.417,4,-7.263,1,0.0323,0.726,0,0.0831,0.388,140.662,50,Funk
Ain't It a Sin,Charles Bradley,2016,229110,4,0.737,0.659,1,-9.208,1,0.0808,0.0629,0.00106,0.302,0.874,113.931,45,Funk
Changes,Charles Bradley,2016,342999,3,0.406,0.447,0,-8.269,1,0.0349,0.00587,0.001,0.0686,0.319,148.155,58,Funk
Confusion,Charles Bradley,2016,224739,4,0.556,0.805,0,-7.76,1,0.0532,0.0285,0.0115,0.347,0.774,120.417,23,Funk
Ffun,Con Funk Shun,1977,251066,4,0.946,0.469,5,-13.091,0,0.0865,0.0608,0.00126,0.257,0.866,110.969,41,Funk
Chase Me,Con Funk Shun,1978,342400,4,0.955,0.735,7,-7.08,1,0.0455,0.00112,0.00264,0.0914,0.918,121.439,32,Funk
Shake And Dance With Me,Con Funk Shun,1978,230573,4,0.938,0.481,7,-8.465,1,0.0462,0.542,0.0462,0.0598,0.967,114.929,25,Funk
Got To Be Enough,Con Funk Shun,1980,346973,4,0.923,0.517,0,-12.393,1,0.0435,0.0529,0.164,0.0516,0.976,123.699,37,Funk
Ms. Got-The-Body,Con Funk Shun,1980,233093,4,0.921,0.711,7,-10.193,0,0.0458,0.0124,0.00812,0.0592,0.965,124.713,26,Funk
Straight From The Heart,Con Funk Shun,1981,277320,4,0.536,0.303,2,-11.002,1,0.0251,0.743,0.00000109,0.159,0.533,141.128,43,Funk
Too Tight,Con Funk Shun,1981,194333,4,0.925,0.386,2,-14.696,1,0.0535,0.0132,0.00574,0.0609,0.97,120.781,36,Funk
Love's Train,Con Funk Shun,1982,317266,4,0.726,0.334,6,-14.561,0,0.0339,0.207,0.0000202,0.078,0.713,141.149,42,Funk
Baby I'm Hooked (Right Into Your Love),Con Funk Shun,1983,251493,4,0.736,0.44,2,-9.64,1,0.0334,0.393,0,0.219,0.892,94.82,34,Funk
People Get Ready,Curtis Mayfield,1965,159320,3,0.433,0.353,6,-9.196,1,0.0315,0.577,0.000289,0.146,0.321,143.082,27,Funk
Move On Up,Curtis Mayfield,1970,165789,4,0.538,0.969,11,-5.626,0,0.0907,0.419,0.00144,0.12,0.928,138.654,54,Funk
Move on Up - Single Edit,Curtis Mayfield,1970,165789,4,0.538,0.969,11,-5.626,0,0.0906,0.417,0.00154,0.119,0.928,138.652,63,Funk
The Makings of You,Curtis Mayfield,1970,223866,4,0.367,0.431,5,-11.191,1,0.0576,0.758,0.00000889,0.113,0.57,76.454,43,Funk
Give It Up,Curtis Mayfield,1971,229333,3,0.602,0.631,10,-7.906,1,0.18,0.603,0,0.0525,0.708,107.5,23,Funk
Freddie's Dead,Curtis Mayfield,1972,329466,4,0.523,0.803,1,-6.321,0,0.0791,0.107,0.000409,0.154,0.921,91.469,45,Funk
Pusherman,Curtis Mayfield,1972,300693,4,0.85,0.669,10,-9.562,1,0.0379,0.238,0.0855,0.108,0.91,126.624,44,Funk
Superfly,Curtis Mayfield,1972,233600,4,0.784,0.708,2,-9.141,1,0.11,0.457,0.000075,0.0913,0.748,120.11,56,Funk
Right on for the Darkness,Curtis Mayfield,1973,449733,4,0.652,0.587,6,-15.418,0,0.0885,0.506,0.11,0.114,0.477,106.968,31,Funk
So in Love,Curtis Mayfield,1975,314226,4,0.683,0.526,8,-9.656,1,0.0437,0.138,0.00481,0.105,0.679,120.585,47,Funk
Bra,Cymande,1972,306360,4,0.676,0.769,7,-10.142,1,0.0535,0.00545,0.0256,0.131,0.891,117.733,46,Funk
Dove,Cymande,1972,655440,4,0.439,0.475,6,-12.559,0,0.0361,0.449,0.253,0.0903,0.428,111.717,49,Funk
The Message,Cymande,1972,257760,4,0.781,0.695,3,-9.911,1,0.052,0.202,0.448,0.121,0.921,87.372,42,Funk
Fug,Cymande,1973,264360,4,0.672,0.65,5,-9.362,0,0.056,0.268,0.691,0.15,0.681,104.674,28,Funk
Listen,Cymande,1974,280560,4,0.669,0.573,10,-11.748,1,0.0889,0.389,0.123,0.12,0.267,100.068,32,Funk
One More,Cymande,1974,186000,4,0.63,0.265,0,-16.963,1,0.0427,0.748,0.748,0.0983,0.657,130.045,46,Funk
Rickshaw,Cymande,1974,354840,4,0.704,0.732,10,-8.724,0,0.0351,0.0496,0.306,0.111,0.86,121.316,29,Funk
Keep It Live (On The K.I.L.),Dazz Band,1982,296386,4,0.745,0.794,7,-9.525,1,0.0404,0.24,0.618,0.0587,0.964,128.66,26,Funk
Let It Whip,Dazz Band,1982,287000,4,0.826,0.9,9,-4.383,0,0.0411,0.112,0.00136,0.0875,0.954,132.099,53,Funk
Joystick,Dazz Band,1983,323626,4,0.868,0.946,4,-5.132,0,0.0468,0.309,0.0228,0.159,0.975,128.001,40,Funk
On The One For Fun,Dazz Band,1983,271173,4,0.848,0.785,0,-7.478,1,0.0357,0.0335,0.073,0.0689,0.979,130.371,14,Funk
Let It All Blow - Special Disco Remix,Dazz Band,1984,410466,4,0.806,0.584,5,-12.48,0,0.0476,3.73E-05,0.691,0.0562,0.543,115.343,18,Funk
Swoop (I'm Yours),Dazz Band,1984,215240,4,0.899,0.837,4,-7.701,0,0.0471,0.147,0.0144,0.319,0.962,127.689,35,Funk
Knock! Knock!,Dazz Band,1985,283320,4,0.596,0.274,9,-18.487,0,0.0349,0.606,0.00000923,0.211,0.36,134.094,19,Funk
House Cat,Deltaphonic,2017,154687,4,0.772,0.523,11,-7.041,0,0.0945,0.14,0.725,0.0849,0.613,99.041,35,Funk
Mississippi,Deltaphonic,2017,277280,4,0.663,0.376,1,-10.959,0,0.0288,0.321,0.000783,0.109,0.332,76.488,3,Funk
Free,Deniece Williams,1976,358186,4,0.488,0.363,6,-11.679,1,0.0347,0.79,0.181,0.148,0.474,87.653,38,Funk
"Baby,Baby My Love's All for You",Deniece Williams,1977,248040,4,0.594,0.803,2,-5.585,1,0.0501,0.466,0.0088,0.0978,0.78,111.947,12,Funk
Silly,Deniece Williams,1981,357360,3,0.473,0.241,5,-14.872,1,0.0323,0.89,0.00386,0.141,0.404,115.163,43,Funk
"Let's Hear It for the Boy - From ""Footloose"" Original Soundtrack",Deniece Williams,1984,262440,4,0.808,0.485,0,-8.829,1,0.056,0.0761,0.00414,0.0477,0.714,122.659,63,Funk
Dancin' To The Truth,Dumpstaphunk,2013,249973,4,0.736,0.604,9,-5.584,0,0.0383,0.135,0.0393,0.11,0.783,88.305,21,Funk
Do You,Dumpstaphunk,2013,292400,4,0.628,0.642,0,-7.581,1,0.119,0.00348,0.427,0.0807,0.833,171.864,27,Funk
Meanwhile...,Dumpstaphunk,2013,239666,4,0.596,0.846,7,-5.237,1,0.222,0.109,0.00000457,0.0313,0.796,160.7,18,Funk
Sheez Music (Reprise),Dumpstaphunk,2013,108880,4,0.754,0.8,1,-7.158,1,0.0533,0.00418,0.866,0.0655,0.861,103.579,33,Funk
Gotta Learn How to Dance,Fatback Band,1972,227266,4,0.58,0.851,0,-9.85,1,0.194,0.0706,0.678,0.363,0.863,190.077,35,Funk
Street Dance,Fatback Band,1973,193400,4,0.699,0.769,9,-8.583,1,0.0894,0.0041,0.000237,0.29,0.708,117.171,8,Funk
(Are You Ready) Do the Bus Stop,Fatback Band,1975,194026,4,0.604,0.876,0,-9.356,1,0.0337,0.00287,0.328,0.0814,0.96,108.906,35,Funk
Yum Yum (Gimme Some),Fatback Band,1975,198600,4,0.798,0.758,6,-13.819,0,0.0907,0.00991,0.00113,0.0897,0.962,108.905,37,Funk
King Tim III (Personality Jock),Fatback Band,1979,246773,4,0.735,0.905,0,-7.784,1,0.0608,0.00735,0.0000858,0.134,0.841,119.349,17,Funk
Backstrokin',Fatback Band,1980,226653,4,0.892,0.674,6,-8.422,1,0.109,0.0783,0.00442,0.0533,0.802,116.494,43,Funk
I Like Girls,Fatback Band,1980,227946,5,0.716,0.928,5,-7.757,0,0.0923,0.0308,0.115,0.168,0.869,104.129,22,Funk
Freak the Freak the Funk,Fatback Band,1983,447733,4,0.859,0.729,1,-7.649,1,0.0684,0.0533,0.572,0.306,0.699,109.019,12,Funk
"A Blow for Me,a Toot to You (feat. Maceo Parker)",Fred Wesley & The Horny Horns,1977,435333,4,0.839,0.618,0,-8.868,0,0.29,0.178,0.181,0.0819,0.961,85.409,15,Funk
Up for the Down Stroke (feat. Maceo Parker),Fred Wesley & The Horny Horns,1977,549893,4,0.659,0.622,6,-8.431,0,0.0932,0.147,0.0297,0.036,0.89,97.023,14,Funk
Four Play (feat. Maceo Parker),Fred Wesley & The Horny Horns,1978,480626,4,0.771,0.513,9,-9.196,1,0.0796,0.0363,0.824,0.0724,0.819,92.561,27,Funk
Doing It To Death,Fred Wesley & The J.B.'s,1973,315333,4,0.92,0.669,0,-8.81,0,0.0729,0.317,0.000329,0.0966,0.815,113.784,36,Funk
Blow Your Head,Fred Wesley & The J.B.'s,1974,283773,4,0.602,0.907,9,-8.574,0,0.0437,0.073,0.00415,0.065,0.782,121.023,33,Funk
Rockin' Funky Watergate,Fred Wesley & The New J.B.'s,1973,273626,4,0.767,0.784,10,-11.251,1,0.0487,0.434,0.796,0.964,0.88,102.953,12,Funk
Breakin' Bread - Single Version,Fred Wesley & The New J.B.'s,1974,259973,4,0.825,0.542,10,-12.441,0,0.0592,0.487,0,0.0444,0.7,91.516,24,Funk
House Party,Fred Wesley & The New J.B.'s,1974,254533,4,0.859,0.56,0,-16.169,0,0.0487,0.083,0.000813,0.0547,0.946,102.082,37,Funk
